state,town,latitude,longitude,total_fatalities
Niger state,"Suleja, on the northwestern edge of Abuja",9.18052,7.17933,0
Niger state,Suleija near the capital Abuja,9.18052,7.17933,0
Nasarawa state,Tudun Adabu,8.34738,8.72769,0
Nasarawa state,Toto council area of Nasarawa State,8.2502,7.19827,0
Nasarawa state,Umaisha,8.007046,7.187735,0
Nasarawa state,"Umaisha, headquarters of Opanda chiefdom, in Toto council area of Nasarawa State.",8.007046,7.187735,0
Plateau state,"Kuru Kurama town (Dabwak village, near Kura)",9.716667,8.85,0
Plateau state,Kpang village of Heipang District in Barkin Ladi Local Government Area,9.646558,8.89702,0
Plateau state,"Maijankhai village, Barkin Ladi LGA",9.54969,8.9344,0
Plateau state,Lwa village,9.466366,8.705568,0
Plateau state,Mavou village in Wase Local Government Area,9.076944,10.059536,0
Plateau state,Miango town,9.85,8.683333,0
Plateau state,Jos South LGA (Gohog village),9.766667,8.8,0
Plateau state,"Kassa village, Barkin Ladi lga",9.58851,8.89688,0
Plateau state,"Kadarko village, Wase LGA, Plateau State",8.910664,10.020653,0
Plateau state,Karbang,9.166667,9.75,0
Plateau state,Riyom LGA (Dum & Rachit villages),9.56796,8.68476,0
Plateau state,"Shen community; in Barkin Ladi Local Government Area of Plateau State  ///  Rasat, Foron District of Barkin Ladi Local Government Area of Plateau",9.54969,8.9344,0
Plateau state,Shonong village,9.56796,8.68476,0
Plateau state,"Shonong village, Riyom LGA",9.56796,8.68476,0
Plateau state,Raghwol Ewi at Maraban Kantoma in Fan District in Barkin Ladi Local Government Area of Plateau State,9.54969,8.9344,0
Plateau state,Pandam,8.643179,8.980891,0
Plateau state,"Mining site at Wereh village, Barkin Ladi LGA, Plateau state",9.54969,8.9344,0
Plateau state,Nding Suisut Village in Barkin Ladi Local Government Area of Plateau State,9.584307,8.942079,0
Plateau state,Nkiegoro,10.083333,8.733333,0
Plateau state,"Dogo Nahawa, Barkin Ladi LGA",9.8,8.95,0
Plateau state,Dorowa in Barkin Ladi local government area,9.5161,8.97149,0
Plateau state,Dyang village,9.579771,8.75456,0
Plateau state,"Fili Mavou village, Wase Local Government Area, Plateau State",9.08261,10.20519,0
Plateau state,"Gada-Biyu highway  ///  to Gada Biyu, Jos North Local Government Area of Plateau State",9.93936,8.90222,0
Plateau state,Gida Bua village (about 180 km southeast of Jos),8.423006,9.73469,0
Plateau state,Gashis district (roughly 90 kilometres (56 miles) from Jos),9.54969,8.9344,0
Plateau state,in the area [Bassa],10.083333,8.733333,0
Plateau state,Jol village,9.55,8.8,0
Plateau state,"in Fwapwa, Doi Village of Du District in Jos South local government, Plateau state",9.813913,8.928572,0
Plateau state,"Hiapan, Heipang, in Barikin Ladi",9.64543,8.89212,0
Plateau state,Barkin Ladi (area of),9.53333,8.9,0
Plateau state,Atakar village,9.58407,8.6007,0
Plateau state,attacks in Maiyanga and Rotsu villages of Miango District in Bassa Local Government Area,9.76017,8.66792,0
Plateau state,attacks in Rotsu village of Miango District in Bassa Local Government Area,10.083333,8.733333,0
Plateau state,"Bachit, Riyom Local Government Area of Plateau State",9.51667,8.7,0
Plateau state,between Bukuru and Sho village (in Barkin Ladi LGA),9.623304,8.893227,0
Plateau state,between Bululu and Yiplack community in Kanam local government council of Plateau State,9.54882,10.09733,0
Plateau state,at Dogon Gaba; in Plateau State,9.763918,8.709859,0
Plateau state,"at Dogo-Nahawa, a village in Barkin Ladi local government",9.8,8.95,0
Plateau state,"Adu community, Bassa LGA",10.083333,8.733333,0
Plateau state,"along Rim, Riyom Local Government Area of northern Plateau St",9.549489,8.749844,0
Oyo state,"at Sasa market in Ibadan, Oyo State",7.387778,3.896389,0
Oyo state,at Igbo-dudu in Lanlate,7.59773,3.45035,0
Oyo state,"Ikereku, Pade, Olanla and Babalola villages,  Akinyele LGA",7.55914,3.921705,0
Oyo state,"Ikoyi-Ile, Orire Local Government, Oyo State",8.244723,4.170458,0
Kaduna state,"coming from Rugan Alhaji and passing through one village called Gindin Dutse, near Dogon Awo of Kogum River",9.43251,8.35371,0
Kaduna state,"Dogon Awo, Kogum River in Godogodo Chiefdom, Jema?? Local Government Area",9.43251,8.35371,0
Kaduna state,"Gimi Dogara village, Sanga LGA",9.25,8.45,0
Kaduna state,Aso community in Jema'a Local Government Area of Kaduna State,9.43412,8.16565,0
Kaduna state,Anguwan Gamu in Kajuru Local Government Area,10.121138,7.714965,0
Imo state,"in Orlu, Imo State",5.797661,7.036648,0
Imo state,Umutanzi in Orlu Local Government Area of Imo State,5.807182,7.038857,0
Kaduna state,"a Fulani settlement, Rugan Idris",9.38269,8.26813,0
Imo state,in the town of Njaba  ///  moving towards Njaba town,5.705874,7.003619,0
Imo state,in Okporo Orlu in Orlu LGA of Imo State,5.8,6.983333,0
Imo state,"in Okporo, a community in Imo?? Orlu Local Government Area (LGA)",5.8,6.983333,0
Imo state,Imo  ///  travelling to the Assa North gas development project site  ///  in Ohaji/Egbema LGA,5.40237,6.82451,0
Kaduna state,"Kaduna town (Barnawa area, Ungwan Yelwa community in the suburbs of)",10.52224,7.43828,0
Kaduna state,Kaduna metropolis (Sabon Garin Rigasa area),10.52224,7.43828,0
Kaduna state,"Goska village, near Kafanchan",9.58333,8.3,0
Kaduna state,Gora-Gan community in Zangon Kataf Local Government Area of Kaduna State,9.78333,8.28333,0
Kaduna state,Kawo town,10.577708,7.448526,0
Kaduna state,"Kaduna town (Risiga village, near)",10.52224,7.43828,0
Kaduna state,Kaduna town (Sabon Tasha suburb),10.52224,7.43828,0
Kaduna state,Kaduna town (Ramat shopping center),10.52224,7.43828,0
Kaduna state,Kaduna town (Kakuri area),10.52224,7.43828,0
Kaduna state,Madakiya community in Zangon Kataf LGA,9.6588,8.32302,0
Kaduna state,Kizanche village (area boundary settlement between Kaduna and Plateau States),9.716667,8.583333,0
Kaduna state,Kukum Daji Kagoro,9.61232,8.46992,0
Kano state,Kano Municipal LGA,11.95949,8.50341,0
Kano state,Kano town (Dakata district),11.994354,8.513807,0
Kano state,Kano town (Hotoro Kwari suburb),11.994354,8.513807,0
Kano state,Kano town (Hotoron Gabas district),11.994354,8.513807,0
Kano state,Gwarzo LGA,11.915214,7.934604,0
Kano state,"Dorayi Quarters, Kumbotso LGA",11.994354,8.513807,0
Kano state,Bunkure (near Kano town),11.6967,8.53993,0
Kaduna state,"Pabak, a farming village in the predominantly Christian southern part of the state",9.702073,8.048501,0
Kaduna state,"Unguwan Maiyashi village, Fantsuwam Chiefdom, in Jemaa Local Government Area (LGA)",9.38269,8.26813,0
Kaduna state,"UNGUWAN PAH 2- GWANDARA, JEMAA LGA, KADUNA State",9.38269,8.26813,0
Kaduna state,"Ungwan Keke-B village, Chikun local government area",10.315,7.274,0
Kogi state,Katonkarfe (Maximum Prison in),7.75,6.75,0
Kogi state,Kogi Local Government Area; in the same LGA; along Okpareke- Agbudu road,8.14607,6.85709,0
Katsina state,Kofar Marusa area of Katsina,12.99082,7.60177,0
Katsina state,"Daura town, Katsina state",13.03594,8.31631,0
Kogi state,"Agbudu community in Kogi-Koton-Karfe Local Government Area of Kogi State  ///  Agudu, a Bassa community in Kogi State",8.006982,6.858335,0
Kogi state,"Aloma, Ofu LGA, Kogi state",7.3189,7.2323,0
Kogi state,"at Anyigba in Dekina Local Government Area of Kogi State, in between the main road and Harbour Bay",7.493493,7.173171,0
Kano state,Sharada area of Kano metropolis,11.994354,8.513807,0
Kano state,Kano town (Tudum Wada district),11.994354,8.513807,0
Kano state,Kano town (Yan-Lemo area),11.994354,8.513807,0
Kano state,Kano town (near the Bayero university),11.994354,8.513807,0
Kano state,Kano town (New Motor Park in Sabon Gari area),11.994354,8.513807,0
Gombe state,Falgore in the "Gombe area"; unclear whether this refers to Gombe State or the Gombi area of Adamawa State  ///  Falgori village in Gombe,10.25,11.166667,0
Enugu state,"at Umueze Ozalla, about five poles away from a heavily manned police checkpoint along Enugu-Port-Harcourt road, Nkanu West Local Government Area of the State",6.315916,7.477503,0
Enugu state,"in Ibagwa-Ani, Nsukka Local Government Area of Enugu State",6.898992,7.343245,0
Enugu state,in the Aninri Local Government Area (LGA),6.061552,7.591369,0
Ekiti state,Oye Ekiti town,7.799765,5.332422,0
Ekiti state,Afao-Ekiti (Federal prison in),7.69704,5.31233,0
Gombe state,Ashaka village,10.83342,11.51179,0
Gombe state,"Gombe Abba, about 10 kilometres from Dukku",10.82223,10.60117,0
Gombe state,"Dukku, 80 kilometres from Gombe city",10.82379,10.77221,0
Gombe state,Filigori /// Gombe state,10.25,11.166667,0
Gombe state,Birin Bolawa village,10.91061,11.29209,0
Gombe state,Birin Fulani village,10.90801,11.27513,0
Imo state,at Arondizuogu in Ideato council of Imo State,5.889605,7.163152,0
Gombe state,Gombe town (Dukku motor park),10.28969,11.16729,0
Gombe state,"London-Maidoruwa, a suburb of Gombe town",10.28969,11.16729,0
Gombe state,"Tilen village, near Dukku",10.82379,10.77221,0
Ebonyi state,at the Obiozara Police Station in Ohaozara Local Government Area,6.041641,7.770475,0
Delta state,"Uzere, Isoko south LGA",5.335317,6.232552,0
Delta state,"Venikrukru, Daubiriye and Egonoebizor villages in Gbaramatu area, Warri South-West",5.57418,5.41142,0
Ebonyi state,along Ohaozara/Onicha expressway by Anike Village,6.087659,7.809668,0
Ebonyi state,Ishielu LGA (Enugu-Abakaliki Expressway),6.452449,7.799797,0
Edo state,Orhionmwon LGA,6.25354,5.98405,0
Cross River state,Calabar,4.9517,8.322,0
Borno state,"Zabarmari village, Jere LGA",11.89912,13.29155,0
Borno state,"Zabarmari Ward, Jere LGA (Maiduguri metropolis), Borno state",11.89912,13.29155,0
Delta state,Ewu,5.3886,5.99532,0
Delta state,"Nsukwa Police in Aniocha South Local Government Area, Delta State",6.014069,6.445016,0
Delta state,Madagho village,5.598994,5.226263,0
Delta state,Ogidigben village,5.551501,5.183744,0
Borno state,"Warabe village, near Sambisa Forest",11.62174,13.46612,0
Borno state,Wajirko village,11.5,13,0
Borno state,Yawuma-ango village (near the Niger - Nigeria border),13.50633,13.15844,0
Borno state,"Yuwe, Borno state",11.52059,14.09661,0
Borno state,Tsilala,11.9648,14.16666,0
Borno state,Tungushe,12.042099,13.068708,0
Borno state,"TONGULE Village, 9km South West of Dikwa in BORNO State",12.03609,13.91815,0
Borno state,"Tdmari, near Maiduguri town",11.84644,13.160274,0
Borno state,the checkpoint in the Dambowa area,11.15604,12.75758,0
Borno state,the clearance operations from Gumsuri to Gamboru in Borno State,11.5,13,0
Borno state,"the positions of Niger and Nigerian forces in the town of Abadam, Borno State",13.6169,13.26438,0
Borno state,"Shikarkir (Chibok LGA, https://openstreetmap.org/node/501518801)",10.803005,12.779446,0
Borno state,"Takulari village, Chibok LGA",10.794037,12.723723,0
Borno state,state of Borno; in the Damboa and Gwoza local government areas of the state,11.09826,12.76417,0
Borno state,state of Borno; in the Damboa and Gwoza local government areas of the state,11.103593,13.712983,0
Borno state,Qadamari (fairly sure it's Khaddamari),11.92589,13.23062,0
Borno state,Qadmari/Kadmari (Khaddamari?),11.92589,13.23062,0
Borno state,Railway Quarters (Maiduguri),11.84644,13.160274,0
Borno state,Pelachiroma village,10.429175,12.544525,0
Borno state,Parisu near Sambisa Forest,11.332568,13.54742,0
Borno state,"on the outskirt LASSA, ASKIRA UBA LGA, BORNO State",10.68692,13.26934,0
Borno state,on the road between Damasak and Guibo; in the north-eastern state of Borno,12.816487,12.624444,0
Borno state,on the road between Gajiram and Monguno,12.652114,13.362951,0
Borno state,on the road from Bosso to Mallam Fatori,13.6734,13.3388,0
Borno state,on the road from Dikwa to "Loma" (the only possible option would be Logumani),12.108554,13.985713,0
Borno state,on the road from Gajiganna to Gajiram,12.37362,13.149481,0
Borno state,on the road from Gajiram to Monguno,12.652114,13.362951,0
Borno state,on the road from Jakana to Mainok,11.826537,12.698943,0
Borno state,on the road from Kumshe to Banki,11.309954,14.187145,0
Borno state,on the road from Magumeri to Gubio,12.305677,12.78584,0
Borno state,on the road from Maiduguri to Bulabulin (the Damboa road),11.439891,12.945559,0
Borno state,on the road from Mainok to Maiduguri,11.850742,12.882295,0
Borno state,on the road from Mallam Fatori to Bosso,13.6734,13.3388,0
Borno state,on the road from Sabon Gari to Damboa; The road linking the towns of (Sabon Gary and Dembua),10.999335,12.585908,0
Borno state,on the road between the towns of "Kava" and "Gorgi" in Borno State,11.339598,12.444992,0
Borno state,"Sandiya village, Konduga LGA, Borno state",11.225802,12.814114,0
Borno state,"Sanda general area (between Damboa and Maiduguri), Konduga lga",11.58605,13.00278,0
Borno state,Sabon Gari-Biu road,10.698612,12.276596,0
Borno state,Sabon Gari (Borno State),10.810416,12.45449,0
Borno state,"Rumirigo, in Askira Uba LGA",10.60371,13.03029,0
Borno state,Pompomari village (15 kilometres from Biu),10.72037,12.15927,0
Borno state,Monguno,12.57852,13.61727,0
Borno state,Monguno village,12.67863,13.60792,0
Borno state,MUKTU,12.13333,14.3,0
Borno state,Mugdala village (around),12.01667,14.03333,0
Borno state,"MUSSINI Village (near, on GAMBORU-MUSSINI-LOGOMANI Axis), NGALA LGA",12.26189,14.07576,0
Borno state,NDUFU,12.2182,14.30769,0
Borno state,near "Matari" village in Borno State,11.5,13,0
Borno state,near border with Niger,11.5,13,0
Borno state,near Borno state capital Maiduguri and in neighbouring Yobe state?? Bade village,11.84644,13.160274,0
Borno state,MUZURI,12.21532,14.18319,0
Borno state,Musune village of Dikwa Local Government Area  Missini village (near),12.26189,14.07576,0
Borno state,"Mandafuma (Biu LGA, https://openstreetmap.org/node/3382918857#map=13/10.7105/12.2506)",10.710731,12.250619,0
Borno state,Marte,12.36532,13.8293,0
Borno state,"Marte town (near the border with Cameroon), Borno state",12.36532,13.8293,0
Borno state,Marte-Dikwa road,12.03609,13.91815,0
Borno state,Mile Four (near Baga),13.065654,13.771354,0
Borno state,"Mile Ninety, north of Monguno",12.77737,13.66366,0
Borno state,"military base in ""Gada Blu"" (""??? ???"", said to be near Gamboru)",12.308693,14.138749,0
Borno state,Ngowum village,11.8826,13.3434,0
Borno state,Njimtilo,11.847016,13.020868,0
Borno state,on the Gubio-Maiduguri road,12.16777,12.800972,0
Borno state,on the Kafa-Gorigi road,11.339598,12.444992,0
Borno state,on the Kareto-Gubio road,12.714111,12.672198,0
Borno state,on the Maiduguri-Damboa road,11.439891,12.945559,0
Borno state,on the Maiduguri-Damboa road in Nigeria's Borno State,11.439891,12.945559,0
Borno state,on the Maiduguri-Mafa,11.877262,13.402091,0
Borno state,on the Maiduguri-Mafa road,11.877262,13.402091,0
Borno state,on the Marte-Dikwa road,12.204874,13.87403,0
Borno state,on the Mile Four-Cross Kauwa road,13.002521,13.7255,0
Borno state,on an outpost between Mallam Fatori and Bosso,13.6734,13.3388,0
Borno state,on the Auno-Jakana road,11.851818,12.851909,0
Borno state,on the Damasak-Gubio road,12.816487,12.624444,0
Borno state,on the Dikwa-Gamboru road,12.210393,14.025978,0
Borno state,on the Gajiganna-Tungushe road,12.149615,13.07305,0
Borno state,on the Gajiram-Monguno road,12.652114,13.362951,0
Borno state,on the Gamboru - Dikwa road,12.210393,14.025978,0
Borno state,on a vehicle in between MAIRARI and MONGUNO,12.75587,13.4349,0
Borno state,"Old Marte, MARTE LGA.",12.36532,13.8293,0
Borno state,on a checkpoint in Monguno,12.57852,13.61727,0
Borno state,on a road between the towns of Monguno and Gajiram,12.652114,13.362951,0
Borno state,"near Gamboru Ngala, in Borno near Lake Chad",12.37066,14.21731,0
Borno state,near Baga,13.09466,13.82343,0
Borno state,near Damboa,11.15604,12.75758,0
Borno state,near Doksa; on the road towards Buni Gari,11.15345,12.1561,0
Borno state,near Doron Naira,13.19304,13.61461,0
Borno state,near Gajibo village,12.1101,13.98946,0
Borno state,near Gajiram,12.49303,13.20914,0
Borno state,near Gamboru,12.37066,14.21731,0
Borno state,"near Lake Chad, northeastern Nigeria",12.989201,13.832239,0
Borno state,near Mafa,11.92543,13.60269,0
Borno state,near Kareto,12.8847,12.5081,0
Borno state,near Kareto in Borno State,12.8847,12.5081,0
Borno state,"near Kimba, a village close to  Biu",10.81667,12.41667,0
Borno state,near Monguno,12.67863,13.60792,0
Borno state,"near Muna Garage, Maiduguri",11.870457,13.250751,0
Borno state,New Marte town,12.24421,13.8605,0
Borno state,near the town of Malam Fatori in Borno State,13.6734,13.3388,0
Borno state,near the town of Gamboru  ///  on the road between Gamboru and Dikwa,12.37066,14.21731,0
Borno state,near the town of (Malm Fatori) in the (Brno) region,13.6734,13.3388,0
Borno state,near the village of Wumbi,12.36166,14.35716,0
Borno state,Ngamdu,11.7593,12.2561,0
Borno state,"Ngamdu town (Yobe and Borno border), Kaga LGA",11.7593,12.2561,0
Borno state,"Ngollom village (near), in the vicinity of Gairam",12.49303,13.20914,0
Benue state,Guma,7.96667,8.76667,0
Benue state,Guma area,7.96667,8.76667,0
Benue state,"Gyenku village, Ukum Local Government Area of Benue State",7.629936,9.645133,0
Benue state,Daudu village,7.91846,8.59469,0
Benue state,"Kurungu, Tse Vir, Abur and Ageraga communities of Gaamber Tyev in Logo local government area",7.68922,9.25049,0
Benue state,"Tse Ibor, Logo local government area",7.561399,9.206222,0
Benue state,"Tondo, Logo LGA",7.68922,9.25049,0
Benue state,Tombo village,7.48185,9.2948,0
Benue state,"on Tse Ioreleegeb, Babai council ward of Guma local government area of Benue state",7.96667,8.76667,0
Benue state,Mbawa village,7.68922,9.25049,0
Benue state,"of Mbapupuu, Mbapa, Mbachhphon, and Enger all in Agagbe district of Gwer West LGA",7.63211,8.21656,0
Benue state,Ogobia community of Ugboju district in Otukpo Local Government Area of Benue State,7.34815,8.0447,0
Benue state,"near Ikpayongo, Gwer local government area of Benue State",7.572469,8.596875,0
Benue state,"Obagaji Town (near), Agatu LGA",7.886747,7.913429,0
Benue state,"along Anyiin- Kente and Tseke-Wukari road,Logo",7.68922,9.25049,0
Benue state,"at Yelwata town along the Lafia-Makurdi highway, Benue state",8.160068,8.591141,0
