conflict_name,date_start,date_end,conflict_duration_days,type_of_violence,total_fatalities
Nigeria: Government,11/15/2017,11/15/2017,0,1,2
Nigeria: Government,11/28/2017,11/28/2017,0,1,10
Nigeria: Government,11/28/2017,11/28/2017,0,1,4
Nigeria: Government,11/28/2017,11/28/2017,0,1,3
Nigeria: Government,11/28/2017,11/28/2017,0,1,2
Nigeria: Government,11/28/2017,11/28/2017,0,1,2
Nigeria: Government,10/21/2014,10/21/2014,0,1,1
Nigeria: Government,10/25/2014,10/25/2014,0,1,24
Nigeria: Government,10/27/2014,10/27/2014,0,1,2
Nigeria: Government,10/31/2014,10/31/2014,0,1,42
Nigeria: Government,11/2/2014,11/2/2014,0,1,0
Nigeria: Government,11/4/2014,11/4/2014,0,1,5
Nigeria: Government,11/5/2014,11/5/2014,0,1,16
Nigeria: Government,11/5/2014,11/5/2014,0,1,24
Nigeria: Government,11/13/2014,11/13/2014,0,1,3
Nigeria: Government,11/21/2014,11/21/2014,0,1,5
Nigeria: Government,11/21/2014,11/21/2014,0,1,2
Nigeria: Government,11/27/2014,11/27/2014,0,1,35
Nigeria: Government,11/30/2014,11/30/2014,0,1,0
Nigeria: Government,12/1/2014,12/1/2014,0,1,150
Nigeria: Government,12/1/2014,12/1/2014,0,1,71
Nigeria: Government,12/6/2014,12/6/2014,0,1,77
Nigeria: Government,12/6/2014,12/6/2014,0,1,2
Nigeria: Government,9/17/2014,9/17/2014,0,1,15
Nigeria: Government,9/17/2014,9/17/2014,0,1,1
Nigeria: Islamic State,4/7/2021,4/7/2021,0,1,2
Nigeria: Islamic State,4/9/2021,4/9/2021,0,1,0
Nigeria: Islamic State,3/15/2021,3/15/2021,0,1,6
Nigeria: Islamic State,3/18/2021,3/18/2021,0,1,3
Nigeria: Islamic State,3/20/2021,3/20/2021,0,1,0
Nigeria: Islamic State,3/20/2021,3/20/2021,0,1,6
Nigeria: Islamic State,3/22/2021,3/22/2021,0,1,40
Nigeria: Islamic State,3/23/2021,3/23/2021,0,1,0
Nigeria: Islamic State,3/25/2021,3/25/2021,0,1,0
Nigeria: Islamic State,3/31/2021,3/31/2021,0,1,0
Nigeria: Islamic State,4/2/2021,4/2/2021,0,1,8
Nigeria: Government,7/6/2014,7/6/2014,0,1,5
Nigeria: Government,7/6/2014,7/6/2014,0,1,1
Nigeria: Government,7/9/2014,7/9/2014,0,1,43
Nigeria: Government,7/14/2014,7/14/2014,0,1,6
Nigeria: Government,7/26/2014,7/26/2014,0,1,11
Nigeria: Government,7/27/2014,7/27/2014,0,1,7
Nigeria: Government,7/31/2014,7/31/2014,0,1,14
Nigeria: Government,8/5/2014,8/5/2014,0,1,2
Nigeria: Government,8/7/2014,8/7/2014,0,1,5
Nigeria: Government,8/27/2014,8/27/2014,0,1,3
Nigeria: Government,9/25/2014,9/25/2014,0,1,2
Nigeria: Government,9/26/2014,9/26/2014,0,1,3
Nigeria: Government,9/28/2014,9/28/2014,0,1,5
Nigeria: Government,10/5/2014,10/5/2014,0,1,3
Nigeria: Government,10/5/2014,10/5/2014,0,1,3
Nigeria: Government,10/6/2014,10/6/2014,0,1,185
Nigeria: Government,10/6/2014,10/6/2014,0,1,185
Nigeria: Government,10/6/2014,10/6/2014,0,1,50
Nigeria: Government,10/6/2014,10/6/2014,0,1,50
Nigeria: Government,10/12/2014,10/12/2014,0,1,2
Nigeria: Government,9/1/2014,9/1/2014,0,1,3
Nigeria: Government,9/2/2014,9/2/2014,0,1,5
Nigeria: Government,9/6/2014,9/6/2014,0,1,50
Nigeria: Government,9/7/2014,9/7/2014,0,1,23
Nigeria: Government,9/8/2014,9/8/2014,0,1,27
Nigeria: Government,9/8/2014,9/8/2014,0,1,40
Nigeria: Government,9/9/2014,9/9/2014,0,1,3
Nigeria: Government,9/9/2014,9/9/2014,0,1,40
Nigeria: Government,9/12/2014,9/12/2014,0,1,3
Nigeria: Government,9/13/2014,9/13/2014,0,1,100
Nigeria: Government,9/16/2014,9/16/2014,0,1,19
Nigeria: Government,3/25/2014,3/25/2014,0,1,8
Nigeria: Government,3/27/2014,3/27/2014,0,1,4
Nigeria: Government,3/2/2014,3/2/2014,0,1,2
Nigeria: Government,3/2/2014,3/2/2014,0,1,2
Nigeria: Government,3/3/2014,3/3/2014,0,1,20
Nigeria: Government,3/5/2014,3/5/2014,0,1,20
Nigeria: Government,3/8/2014,3/8/2014,0,1,0
Nigeria: Government,3/10/2014,3/10/2014,0,1,5
Nigeria: Government,3/14/2014,3/14/2014,0,1,649
Nigeria: Government,3/14/2014,3/14/2014,0,1,40
Nigeria: Government,12/28/2013,12/28/2013,0,1,56
Nigeria: Government,1/8/2014,1/8/2014,0,1,2
Nigeria: Government,1/9/2014,1/9/2014,0,1,39
Nigeria: Government,1/15/2014,1/15/2014,0,1,19
Nigeria: Government,1/15/2014,1/15/2014,0,1,9
Nigeria: Government,1/24/2014,1/24/2014,0,1,4
Nigeria: Government,2/12/2014,2/12/2014,0,1,9
Nigeria: Government,10/2/2013,10/2/2013,0,1,0
Nigeria: Government,10/6/2013,10/6/2013,0,1,30
Nigeria: Government,10/9/2013,10/9/2013,0,1,1
Nigeria: Government,10/13/2013,10/13/2013,0,1,40
Nigeria: Government,10/20/2013,10/20/2013,0,1,2
Nigeria: Government,10/21/2013,10/21/2013,0,1,37
Nigeria: Government,10/24/2013,10/24/2013,0,1,40
Nigeria: Government,10/24/2013,10/24/2013,0,1,41
Nigeria: Government,10/24/2013,10/24/2013,0,1,35
Nigeria: Government,2/19/2014,2/19/2014,0,1,76
Nigeria: Government,2/21/2014,2/21/2014,0,1,1
Nigeria: Government,4/1/2014,4/1/2014,0,1,21
Nigeria: Government,3/15/2014,3/15/2014,0,1,12
Nigeria: Government,3/19/2014,3/19/2014,0,1,30
Nigeria: Government,3/20/2014,3/20/2014,0,1,10
Nigeria: Government,4/14/2014,4/14/2014,0,1,2
Nigeria: Government,4/19/2014,4/19/2014,0,1,1
Nigeria: Government,4/24/2014,4/24/2014,0,1,45
Nigeria: Government,5/1/2014,5/1/2014,0,1,19
Nigeria: Government,5/5/2014,5/5/2014,0,1,17
Nigeria: Government,5/12/2014,5/12/2014,0,1,3
Nigeria: Government,5/13/2014,5/13/2014,0,1,15
Nigeria: Government,5/14/2014,5/14/2014,0,1,60
Nigeria: Government,5/25/2014,5/25/2014,0,1,2
Nigeria: Government,5/25/2014,5/25/2014,0,1,15
Nigeria: Government,5/26/2014,5/26/2014,0,1,0
Nigeria: Government,5/27/2014,5/27/2014,0,1,45
Nigeria: Government,6/30/2014,6/30/2014,0,1,1
Nigeria: Government,7/4/2014,7/4/2014,0,1,72
Nigeria: Government,6/5/2014,6/5/2014,0,1,1
Nigeria: Government,6/6/2014,6/6/2014,0,1,0
Nigeria: Government,6/7/2014,6/7/2014,0,1,50
Nigeria: Government,6/8/2014,6/8/2014,0,1,2
Nigeria: Government,6/18/2014,6/18/2014,0,1,10
Nigeria: Government,6/22/2014,6/22/2014,0,1,4
Nigeria: Government,6/22/2014,6/22/2014,0,1,46
Nigeria: Government,6/22/2014,6/22/2014,0,1,24
Nigeria: Government,6/24/2014,6/24/2014,0,1,16
Nigeria: Islamic State,5/31/2021,5/31/2021,0,1,1
Nigeria: Islamic State,6/2/2021,6/2/2021,0,1,51
Nigeria: Islamic State,6/14/2021,6/14/2021,0,1,0
Nigeria: Islamic State,6/15/2021,6/15/2021,0,1,4
Nigeria: Islamic State,6/18/2021,6/18/2021,0,1,0
Nigeria: Islamic State,6/20/2021,6/20/2021,0,1,21
Nigeria: Islamic State,6/27/2021,6/27/2021,0,1,24
Nigeria: Islamic State,6/28/2021,6/28/2021,0,1,0
Nigeria: Islamic State,7/2/2021,7/2/2021,0,1,9
Nigeria: Islamic State,7/7/2021,7/7/2021,0,1,0
Nigeria: Islamic State,7/7/2021,7/7/2021,0,1,0
Nigeria: Islamic State,7/8/2021,7/8/2021,0,1,0
Nigeria: Islamic State,7/8/2021,7/8/2021,0,1,0
Nigeria: Islamic State,7/8/2021,7/8/2021,0,1,0
Nigeria: Islamic State,7/9/2021,7/9/2021,0,1,0
Nigeria: Islamic State,7/11/2021,7/11/2021,0,1,0
Nigeria: Islamic State,4/23/2021,4/23/2021,0,1,21
Nigeria: Islamic State,4/24/2021,4/24/2021,0,1,0
Nigeria: Islamic State,4/25/2021,4/25/2021,0,1,21
Nigeria: Islamic State,4/25/2021,4/25/2021,0,1,31
Nigeria: Islamic State,4/26/2021,4/26/2021,0,1,2
Nigeria: Islamic State,4/29/2021,4/29/2021,0,1,0
Nigeria: Islamic State,5/1/2021,5/1/2021,0,1,2
Nigeria: Islamic State,5/2/2021,5/2/2021,0,1,22
Nigeria: Islamic State,5/3/2021,5/3/2021,0,1,30
Nigeria: Islamic State,5/4/2021,5/4/2021,0,1,5
Nigeria: Islamic State,5/4/2021,5/4/2021,0,1,0
Nigeria: Islamic State,5/6/2021,5/6/2021,0,1,1
Nigeria: Islamic State,5/10/2021,5/10/2021,0,1,0
Nigeria: Islamic State,5/10/2021,5/10/2021,0,1,0
Nigeria: Islamic State,5/23/2021,5/23/2021,0,1,0
Nigeria: Islamic State,5/29/2021,5/29/2021,0,1,10
Nigeria: Islamic State,10/18/2021,10/18/2021,0,1,4
Nigeria: Islamic State,10/20/2021,10/20/2021,0,1,0
Nigeria: Islamic State,10/20/2021,10/20/2021,0,1,101
Nigeria: Islamic State,10/21/2021,10/21/2021,0,1,0
Nigeria: Islamic State,10/23/2021,10/23/2021,0,1,0
Nigeria: Islamic State,10/23/2021,10/23/2021,0,1,0
Nigeria: Islamic State,10/24/2021,10/24/2021,0,1,0
Nigeria: Islamic State,10/28/2021,10/28/2021,0,1,3
Nigeria: Islamic State,10/30/2021,10/30/2021,0,1,37
Nigeria: Islamic State,11/3/2021,11/3/2021,0,1,3
Nigeria: Islamic State,11/12/2021,11/12/2021,0,1,3
Nigeria: Islamic State,11/13/2021,11/13/2021,0,1,7
Nigeria: Islamic State,11/19/2021,11/19/2021,0,1,11
Nigeria: Islamic State,11/20/2021,11/20/2021,0,1,3
Nigeria: Islamic State,9/24/2021,9/24/2021,0,1,30
Nigeria: Islamic State,9/26/2021,9/26/2021,0,1,2
Nigeria: Islamic State,9/26/2021,9/26/2021,0,1,28
Nigeria: Islamic State,10/1/2021,10/1/2021,0,1,3
Nigeria: Islamic State,10/2/2021,10/2/2021,0,1,0
Nigeria: Islamic State,10/3/2021,10/3/2021,0,1,0
Nigeria: Islamic State,10/9/2021,10/9/2021,0,1,0
Nigeria: Islamic State,10/10/2021,10/10/2021,0,1,0
Nigeria: Islamic State,10/12/2021,10/12/2021,0,1,4
Nigeria: Islamic State,8/29/2021,8/29/2021,0,1,9
Nigeria: Islamic State,8/30/2021,8/30/2021,0,1,8
Nigeria: Islamic State,8/31/2021,8/31/2021,0,1,4
Nigeria: Islamic State,8/31/2021,8/31/2021,0,1,2
Nigeria: Islamic State,9/15/2021,9/15/2021,0,1,18
Nigeria: Islamic State,9/23/2021,9/23/2021,0,1,2
Nigeria: Islamic State,8/11/2021,8/11/2021,0,1,0
Nigeria: Islamic State,8/14/2021,8/14/2021,0,1,0
Nigeria: Islamic State,8/22/2021,8/22/2021,0,1,3
Nigeria: Islamic State,8/25/2021,8/25/2021,0,1,0
Nigeria: Islamic State,8/26/2021,8/26/2021,0,1,0
Nigeria: Islamic State,8/2/2021,8/2/2021,0,1,40
Nigeria: Islamic State,8/2/2021,8/2/2021,0,1,0
Nigeria: Islamic State,8/5/2021,8/5/2021,0,1,0
Nigeria: Islamic State,4/10/2021,4/10/2021,0,1,8
Nigeria: Islamic State,4/11/2021,4/11/2021,0,1,7
Nigeria: Islamic State,4/13/2021,4/13/2021,0,1,28
Nigeria: Islamic State,4/13/2021,4/13/2021,0,1,21
Nigeria: Islamic State,4/15/2021,4/15/2021,0,1,8
IS - Yan Gora,6/13/2015,6/13/2015,0,2,6
IS - Yan Gora,6/15/2015,6/15/2015,0,2,8
IS - Yan Gora,7/5/2015,7/5/2015,0,2,3
IS - Yan Gora,7/13/2015,7/13/2015,0,2,4
IS - Yan Gora,7/27/2015,7/27/2015,0,2,3
IS - Yan Gora,8/12/2015,8/12/2015,0,2,18
IS - Yan Gora,8/13/2015,8/13/2015,0,2,14
IS - Yan Gora,8/15/2015,8/15/2015,0,2,5
IS - Yan Gora,12/4/2015,12/4/2015,0,2,4
IS - Yan Gora,12/16/2015,12/16/2015,0,2,5
IS - Yan Gora,1/4/2016,1/4/2016,0,2,10
IS - Yan Gora,1/4/2016,1/4/2016,0,2,9
IS - Yan Gora,3/25/2016,3/25/2016,0,2,1
IS - Yan Gora,4/29/2016,4/29/2016,0,2,9
IS - Yan Gora,6/27/2016,6/27/2016,0,2,2
IS - Yan Gora,7/7/2016,7/7/2016,0,2,3
IS - Yan Gora,7/7/2016,7/7/2016,0,2,3
IS - Yan Gora,4/16/2017,4/16/2017,0,2,1
IS - Yan Gora,8/25/2017,8/25/2017,0,2,3
IS - Yan Gora,11/4/2018,11/4/2018,0,2,8
IS - Yan Gora,5/26/2019,5/26/2019,0,2,0
Nigeria: Islamic State,10/15/2021,10/15/2021,0,1,0
Nigeria: Islamic State,10/16/2021,10/16/2021,0,1,5
Nigeria: Islamic State,4/16/2021,4/16/2021,0,1,5
Nigeria: Islamic State,4/18/2021,4/18/2021,0,1,3
Nigeria: Islamic State,12/3/2021,12/3/2021,0,1,27
Nigeria: Islamic State,12/5/2021,12/5/2021,0,1,2
Nigeria: Islamic State,12/5/2021,12/5/2021,0,1,2
Nigeria: Islamic State,12/5/2021,12/5/2021,0,1,5
Nigeria: Islamic State,12/7/2021,12/7/2021,0,1,0
Nigeria: Islamic State,12/23/2021,12/23/2021,0,1,5
Nigeria: Islamic State,12/24/2021,12/24/2021,0,1,3
Nigeria: Islamic State,12/26/2021,12/26/2021,0,1,9
IS - Yan Gora,4/3/2015,4/3/2015,0,2,16
IS - Yan Gora,5/3/2015,5/3/2015,0,2,15
IS - Yan Gora,5/6/2015,5/6/2015,0,2,29
Nigeria: Islamic State,12/16/2021,12/16/2021,0,1,0
Nigeria: Islamic State,12/19/2021,12/19/2021,0,1,0
Nigeria: Islamic State,11/29/2021,11/29/2021,0,1,1
Nigeria: Islamic State,11/30/2021,11/30/2021,0,1,0
Deebam - NDV,6/4/2016,6/4/2016,0,2,4
Deebam - NDV,2/3/2017,2/3/2017,0,2,10
Deebam - NDV,3/3/2017,3/3/2017,0,2,3
Deebam - NDV,4/30/2017,4/30/2017,0,2,2
Deebam - NDV,5/1/2017,5/1/2017,0,2,5
Deebam - NDV,5/3/2017,5/3/2017,0,2,3
IS - Yan Gora,12/12/2019,12/12/2019,0,2,15
IS - Yan Gora,12/29/2019,12/29/2019,0,2,1
IS - Yan Gora,1/10/2020,1/10/2020,0,2,5
IS - Yan Gora,2/21/2020,2/21/2020,0,2,1
IS - Yan Gora,6/6/2020,6/6/2020,0,2,0
IS - Yan Gora,6/13/2020,6/13/2020,0,2,6
IS - Yan Gora,7/4/2020,7/4/2020,0,2,0
IS - Yan Gora,7/23/2020,7/23/2020,0,2,0
IS - Yan Gora,1/21/2021,1/21/2021,0,2,0
IS - Yan Gora,2/3/2021,2/3/2021,0,2,0
IS - Yan Gora,2/12/2021,2/12/2021,0,2,4
IS - Yan Gora,2/16/2021,2/16/2021,0,2,1
IS - Yan Gora,2/26/2021,2/26/2021,0,2,2
IS - Yan Gora,3/12/2021,3/12/2021,0,2,0
IS - Yan Gora,3/24/2021,3/24/2021,0,2,0
IS - Yan Gora,4/30/2021,4/30/2021,0,2,0
IS - Yan Gora,7/7/2021,7/7/2021,0,2,24
IS - Yan Gora,9/14/2021,9/14/2021,0,2,0
IS - Yan Gora,9/17/2021,9/17/2021,0,2,2
IS - Yan Gora,10/10/2021,10/10/2021,0,2,1
IS - Yan Gora,11/10/2021,11/10/2021,0,2,4
IS - Yan Gora,12/6/2021,12/6/2021,0,2,2
IS - Yan Gora,12/10/2021,12/10/2021,0,2,2
Deebam - NDV,1/4/2016,1/4/2016,0,2,1
Deebam - NDV,1/13/2016,1/13/2016,0,2,1
Deebam - NDV,5/19/2016,5/19/2016,0,2,5
Nigeria: Islamic State,11/5/2019,11/5/2019,0,1,4
Nigeria: Islamic State,11/6/2019,11/6/2019,0,1,19
Nigeria: Islamic State,11/7/2019,11/7/2019,0,1,0
Nigeria: Islamic State,11/8/2019,11/8/2019,0,1,0
Nigeria: Islamic State,11/10/2019,11/10/2019,0,1,0
Nigeria: Islamic State,11/13/2019,11/13/2019,0,1,17
Nigeria: Islamic State,11/18/2019,11/18/2019,0,1,5
Nigeria: Islamic State,11/19/2019,11/19/2019,0,1,3
Nigeria: Islamic State,11/26/2019,11/26/2019,0,1,10
Nigeria: Islamic State,11/27/2019,11/27/2019,0,1,2
Nigeria: Islamic State,11/28/2019,11/28/2019,0,1,13
Nigeria: Islamic State,12/4/2019,12/4/2019,0,1,1
Nigeria: Islamic State,10/1/2019,10/1/2019,0,1,0
Nigeria: Islamic State,10/2/2019,10/2/2019,0,1,0
Nigeria: Islamic State,10/3/2019,10/3/2019,0,1,26
Nigeria: Islamic State,10/4/2019,10/4/2019,0,1,3
Nigeria: Islamic State,10/10/2019,10/10/2019,0,1,2
Nigeria: Islamic State,10/10/2019,10/10/2019,0,1,0
Nigeria: Islamic State,10/10/2019,10/10/2019,0,1,16
Nigeria: Islamic State,10/11/2019,10/11/2019,0,1,3
Nigeria: Islamic State,10/11/2019,10/11/2019,0,1,4
Nigeria: Islamic State,10/12/2019,10/12/2019,0,1,1
Nigeria: Islamic State,10/16/2019,10/16/2019,0,1,3
Nigeria: Islamic State,10/18/2019,10/18/2019,0,1,7
Nigeria: Islamic State,10/19/2019,10/19/2019,0,1,5
Nigeria: Islamic State,10/21/2019,10/21/2019,0,1,3
Nigeria: Islamic State,10/28/2019,10/28/2019,0,1,0
Nigeria: Islamic State,9/20/2019,9/20/2019,0,1,7
Nigeria: Islamic State,9/22/2019,9/22/2019,0,1,2
Nigeria: Islamic State,9/25/2019,9/25/2019,0,1,9
Nigeria: Islamic State,9/26/2019,9/26/2019,0,1,6
Nigeria: Islamic State,9/26/2019,9/26/2019,0,1,3
Nigeria: Islamic State,9/26/2019,9/26/2019,0,1,0
Nigeria: Islamic State,9/27/2019,9/27/2019,0,1,9
Nigeria: Islamic State,9/27/2019,9/27/2019,0,1,0
Nigeria: Islamic State,9/29/2019,9/29/2019,0,1,9
Nigeria: Islamic State,9/5/2019,9/5/2019,0,1,4
Nigeria: Islamic State,9/6/2019,9/6/2019,0,1,2
Nigeria: Islamic State,5/25/2019,5/25/2019,0,1,5
Nigeria: Islamic State,5/31/2019,5/31/2019,0,1,2
Nigeria: Islamic State,9/10/2019,9/10/2019,0,1,2
Nigeria: Islamic State,9/10/2019,9/10/2019,0,1,9
Nigeria: Islamic State,9/10/2019,9/10/2019,0,1,9
Nigeria: Islamic State,9/10/2019,9/10/2019,0,1,2
Nigeria: Islamic State,9/12/2019,9/12/2019,0,1,0
Nigeria: Islamic State,9/12/2019,9/12/2019,0,1,7
Nigeria: Islamic State,9/12/2019,9/12/2019,0,1,0
Nigeria: Islamic State,3/29/2019,3/29/2019,0,1,7
Nigeria: Islamic State,4/1/2019,4/1/2019,0,1,3
Nigeria: Islamic State,4/6/2019,4/6/2019,0,1,0
Nigeria: Islamic State,4/6/2019,4/6/2019,0,1,0
Nigeria: Islamic State,4/8/2019,4/8/2019,0,1,2
Nigeria: Islamic State,4/9/2019,4/9/2019,0,1,3
Nigeria: Islamic State,4/11/2019,4/11/2019,0,1,0
Nigeria: Islamic State,4/13/2019,4/13/2019,0,1,1
Nigeria: Islamic State,4/13/2019,4/13/2019,0,1,7
Nigeria: Islamic State,4/13/2019,4/13/2019,0,1,0
Nigeria: Islamic State,4/13/2019,4/13/2019,0,1,19
Nigeria: Islamic State,4/16/2019,4/16/2019,0,1,41
Nigeria: Islamic State,4/27/2019,4/27/2019,0,1,5
Nigeria: Islamic State,4/29/2019,4/29/2019,0,1,1
Nigeria: Islamic State,4/29/2019,4/29/2019,0,1,1
Nigeria: Islamic State,5/3/2019,5/3/2019,0,1,8
Nigeria: Islamic State,5/9/2019,5/9/2019,0,1,7
Nigeria: Islamic State,5/10/2019,5/10/2019,0,1,2
Nigeria: Islamic State,5/13/2019,5/13/2019,0,1,3
Nigeria: Islamic State,5/13/2019,5/13/2019,0,1,2
Nigeria: Islamic State,1/19/2019,1/19/2019,0,1,5
Nigeria: Islamic State,1/19/2019,1/19/2019,0,1,8
Nigeria: Islamic State,1/20/2019,1/20/2019,0,1,6
Nigeria: Islamic State,1/5/2019,1/5/2019,0,1,3
Nigeria: Islamic State,1/5/2019,1/5/2019,0,1,4
Nigeria: Islamic State,1/15/2019,1/15/2019,0,1,3
Nigeria: Islamic State,2/2/2019,2/2/2019,0,1,2
Nigeria: Islamic State,2/2/2019,2/2/2019,0,1,4
Nigeria: Islamic State,2/4/2019,2/4/2019,0,1,3
Nigeria: Islamic State,2/8/2019,2/8/2019,0,1,3
Nigeria: Islamic State,2/10/2019,2/10/2019,0,1,3
Nigeria: Islamic State,2/10/2019,2/10/2019,0,1,0
Nigeria: Islamic State,2/12/2019,2/12/2019,0,1,40
Nigeria: Islamic State,2/14/2019,2/14/2019,0,1,0
Nigeria: Islamic State,2/16/2019,2/16/2019,0,1,14
Nigeria: Islamic State,2/16/2019,2/16/2019,0,1,3
Nigeria: Islamic State,2/16/2019,2/16/2019,0,1,10
Nigeria: Islamic State,2/20/2019,2/20/2019,0,1,2
Nigeria: Islamic State,2/22/2019,2/22/2019,0,1,4
Nigeria: Islamic State,1/26/2019,1/26/2019,0,1,3
Nigeria: Islamic State,1/30/2019,1/30/2019,0,1,8
Nigeria: Islamic State,1/25/2019,1/25/2019,0,1,2
Nigeria: Islamic State,2/23/2019,2/23/2019,0,1,1
Nigeria: Islamic State,2/24/2019,2/24/2019,0,1,3
Nigeria: Islamic State,2/25/2019,2/25/2019,0,1,0
Nigeria: Islamic State,2/28/2019,2/28/2019,0,1,6
Nigeria: Islamic State,2/28/2019,2/28/2019,0,1,0
Nigeria: Islamic State,3/13/2019,3/13/2019,0,1,1
Nigeria: Islamic State,3/21/2019,3/21/2019,0,1,0
Nigeria: Islamic State,3/21/2019,3/21/2019,0,1,10
Nigeria: Islamic State,3/27/2019,3/27/2019,0,1,2
Nigeria: Islamic State,3/6/2019,3/6/2019,0,1,5
Nigeria: Islamic State,3/6/2019,3/6/2019,0,1,5
Nigeria: Islamic State,3/9/2019,3/9/2019,0,1,23
Nigeria: Islamic State,6/1/2019,6/1/2019,0,1,1
Nigeria: Islamic State,6/2/2019,6/2/2019,0,1,7
Nigeria: Islamic State,6/2/2019,6/2/2019,0,1,7
Nigeria: Islamic State,6/2/2019,6/2/2019,0,1,6
Nigeria: Islamic State,6/5/2019,6/5/2019,0,1,3
Nigeria: Islamic State,6/12/2019,6/12/2019,0,1,3
Nigeria: Islamic State,6/17/2019,6/17/2019,0,1,15
Nigeria: Islamic State,6/21/2019,6/21/2019,0,1,14
Nigeria: Islamic State,6/21/2019,6/21/2019,0,1,1
Nigeria: Islamic State,6/21/2019,6/21/2019,0,1,14
Nigeria: Islamic State,6/21/2019,6/21/2019,0,1,14
Nigeria: Islamic State,6/22/2019,6/22/2019,0,1,1
Nigeria: Islamic State,6/26/2019,6/26/2019,0,1,24
Nigeria: Islamic State,6/28/2019,6/28/2019,0,1,3
Nigeria: Islamic State,7/2/2019,7/2/2019,0,1,16
Nigeria: Islamic State,7/4/2019,7/4/2019,0,1,5
Nigeria: Islamic State,7/6/2019,7/6/2019,0,1,3
Nigeria: Islamic State,7/10/2019,7/10/2019,0,1,0
Nigeria: Islamic State,7/17/2019,7/17/2019,0,1,2
Nigeria: Islamic State,7/17/2019,7/17/2019,0,1,9
Nigeria: Islamic State,7/29/2019,7/29/2019,0,1,72
Nigeria: Islamic State,7/30/2019,7/30/2019,0,1,1
Nigeria: Islamic State,8/5/2019,8/5/2019,0,1,5
Nigeria: Islamic State,8/9/2019,8/9/2019,0,1,12
Nigeria: Islamic State,8/9/2019,8/9/2019,0,1,17
Nigeria: Islamic State,8/9/2019,8/9/2019,0,1,12
Nigeria: Islamic State,8/18/2019,8/18/2019,0,1,4
Nigeria: Islamic State,8/21/2019,8/21/2019,0,1,1
Nigeria: Islamic State,8/30/2019,8/30/2019,0,1,11
Nigeria: Islamic State,8/30/2019,8/30/2019,0,1,3
Nigeria: Islamic State,3/20/2020,3/20/2020,0,1,2
Nigeria: Islamic State,3/20/2020,3/20/2020,0,1,2
Nigeria: Islamic State,3/23/2020,3/23/2020,0,1,0
Nigeria: Islamic State,3/23/2020,3/23/2020,0,1,170
Nigeria: Islamic State,3/25/2020,3/25/2020,0,1,2
Nigeria: Islamic State,3/26/2020,3/26/2020,0,1,0
Nigeria: Islamic State,3/26/2020,3/26/2020,0,1,4
Nigeria: Islamic State,3/27/2020,3/27/2020,0,1,4
Nigeria: Islamic State,4/3/2020,4/3/2020,0,1,2
Nigeria: Islamic State,4/6/2020,4/6/2020,0,1,19
Nigeria: Islamic State,4/6/2020,4/6/2020,0,1,0
Nigeria: Islamic State,4/6/2020,4/6/2020,0,1,3
Nigeria: Islamic State,4/7/2020,4/7/2020,0,1,3
Nigeria: Islamic State,3/4/2020,3/4/2020,0,1,8
Nigeria: Islamic State,3/4/2020,3/4/2020,0,1,30
Nigeria: Islamic State,3/4/2020,3/4/2020,0,1,0
Nigeria: Islamic State,3/4/2020,3/4/2020,0,1,2
Nigeria: Islamic State,3/6/2020,3/6/2020,0,1,0
Nigeria: Islamic State,3/7/2020,3/7/2020,0,1,2
Nigeria: Islamic State,3/8/2020,3/8/2020,0,1,3
Nigeria: Islamic State,3/11/2020,3/11/2020,0,1,2
Nigeria: Islamic State,2/16/2020,2/16/2020,0,1,3
Nigeria: Islamic State,2/18/2020,2/18/2020,0,1,1
Nigeria: Islamic State,2/20/2020,2/20/2020,0,1,1
Nigeria: Islamic State,2/20/2020,2/20/2020,0,1,1
Nigeria: Islamic State,2/21/2020,2/21/2020,0,1,1
Nigeria: Islamic State,2/21/2020,2/21/2020,0,1,8
Nigeria: Islamic State,2/22/2020,2/22/2020,0,1,1
Nigeria: Islamic State,1/6/2020,1/6/2020,0,1,3
Nigeria: Islamic State,1/6/2020,1/6/2020,0,1,2
Nigeria: Islamic State,1/7/2020,1/7/2020,0,1,39
Nigeria: Islamic State,12/25/2019,12/25/2019,0,1,0
Nigeria: Islamic State,12/25/2019,12/25/2019,0,1,0
Nigeria: Islamic State,12/25/2019,12/25/2019,0,1,1
Nigeria: Islamic State,1/4/2020,1/4/2020,0,1,10
Nigeria: Islamic State,12/7/2019,12/7/2019,0,1,1
Nigeria: Islamic State,12/11/2019,12/11/2019,0,1,0
Nigeria: Islamic State,12/12/2019,12/12/2019,0,1,0
Nigeria: Islamic State,12/14/2019,12/14/2019,0,1,2
Nigeria: Islamic State,12/21/2019,12/21/2019,0,1,2
Nigeria: Islamic State,12/22/2019,12/22/2019,0,1,31
Nigeria: Islamic State,12/22/2019,12/22/2019,0,1,1
Nigeria: Islamic State,12/22/2019,12/22/2019,0,1,9
Nigeria: Islamic State,12/23/2019,12/23/2019,0,1,3
Nigeria: Islamic State,1/9/2020,1/9/2020,0,1,0
Nigeria: Islamic State,1/9/2020,1/9/2020,0,1,0
Nigeria: Islamic State,1/11/2020,1/11/2020,0,1,1
Nigeria: Islamic State,1/15/2020,1/15/2020,0,1,4
Nigeria: Islamic State,1/17/2020,1/17/2020,0,1,0
Nigeria: Islamic State,1/18/2020,1/18/2020,0,1,25
Nigeria: Islamic State,1/19/2020,1/19/2020,0,1,3
